,result,result,result,result,result,result,result,result,result,result,result,result,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,time_to_complete,status,num_questions_right,passed,quiz_questions
539,,True,True,True,True,True,,True,,True,,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['extracurricular_activities', 'sports_team', 'hackday', 'conference_swag', 'book_club', 'negotiations', 'family_reunion', 'business_meeting']"
540,True,True,,True,True,False,,True,True,True,,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['book_club', 'extracurricular_activities', 'family_reunion', 'adoption', 'massage_therapist', 'conference_swag', 'hackday', 'negotiations']"
541,True,True,True,True,True,,,,True,False,True,,,,,,,,,,,,,,declined_invitation,7.0,True,"['spilled_milk', 'adoption', 'conference_swag', 'negotiations', 'business_meeting', 'massage_therapist', 'book_club', 'extracurricular_activities']"
542,False,False,False,False,,,False,True,,False,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['adoption', 'game_night', 'hackday', 'negotiations', 'business_meeting', 'conference_swag', 'book_club', 'sports_team']"
543,True,False,True,True,,,,,True,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'book_club', 'business_meeting', 'sports_team', 'conference_swag', 'adoption', 'negotiations', 'spilled_milk']"
544,,False,True,True,,True,True,True,False,,True,,,,,,,,,,,,,,rejected_at_logic_evaluation,6.0,True,"['spilled_milk', 'conference_swag', 'family_reunion', 'game_night', 'massage_therapist', 'book_club', 'hackday', 'business_meeting']"
545,True,False,,False,False,True,False,,,,False,True,,,,,,,,,,,,,rejected_at_initial_evaluation,3.0,False,"['conference_swag', 'book_club', 'sports_team', 'spilled_milk', 'adoption', 'game_night', 'extracurricular_activities', 'family_reunion']"
546,True,,True,,True,True,,True,True,True,True,,,,,,,,,,,,,,declined_invitation,8.0,True,"['spilled_milk', 'adoption', 'extracurricular_activities', 'massage_therapist', 'family_reunion', 'hackday', 'business_meeting', 'negotiations']"
547,True,,True,,True,,True,True,,True,False,True,,,,,,,,,,,,,needs_invitation_response,7.0,True,"['spilled_milk', 'negotiations', 'extracurricular_activities', 'hackday', 'game_night', 'adoption', 'sports_team', 'business_meeting']"
548,,False,False,False,False,False,,,,False,False,True,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['book_club', 'extracurricular_activities', 'business_meeting', 'spilled_milk', 'family_reunion', 'sports_team', 'conference_swag', 'negotiations']"
549,,True,True,True,True,,True,True,,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'game_night', 'spilled_milk', 'conference_swag', 'hackday', 'business_meeting', 'negotiations', 'book_club']"
550,True,True,,True,True,True,True,True,,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['family_reunion', 'book_club', 'conference_swag', 'adoption', 'extracurricular_activities', 'game_night', 'hackday', 'spilled_milk']"
551,,True,True,,False,True,True,True,,True,,True,,,,,,,,,,,,,declined_invitation,7.0,True,"['game_night', 'book_club', 'business_meeting', 'extracurricular_activities', 'hackday', 'family_reunion', 'negotiations', 'sports_team']"
552,True,True,True,,True,True,,,,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'spilled_milk', 'business_meeting', 'family_reunion', 'adoption', 'book_club', 'negotiations', 'sports_team']"
553,,True,,True,False,False,True,True,,False,,False,,,,,,,,,,,,,rejected_at_initial_evaluation,4.0,False,"['conference_swag', 'game_night', 'sports_team', 'family_reunion', 'hackday', 'negotiations', 'book_club', 'extracurricular_activities']"
554,,True,True,True,True,True,True,,,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'extracurricular_activities', 'game_night', 'spilled_milk', 'family_reunion', 'business_meeting', 'conference_swag', 'sports_team']"
555,True,,False,,True,True,,True,False,True,True,,,,,,,,,,,,,,rejected_at_initial_evaluation,6.0,True,"['massage_therapist', 'hackday', 'spilled_milk', 'adoption', 'family_reunion', 'business_meeting', 'negotiations', 'extracurricular_activities']"
556,True,,True,True,False,True,True,,,,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['adoption', 'conference_swag', 'sports_team', 'extracurricular_activities', 'business_meeting', 'spilled_milk', 'family_reunion', 'game_night']"
557,True,True,True,True,,,True,,True,True,,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'business_meeting', 'book_club', 'negotiations', 'sports_team', 'conference_swag', 'massage_therapist', 'adoption']"
558,True,True,True,,True,,,False,,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['extracurricular_activities', 'negotiations', 'adoption', 'hackday', 'book_club', 'spilled_milk', 'business_meeting', 'sports_team']"
559,True,True,,,True,True,,True,True,,False,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['family_reunion', 'book_club', 'sports_team', 'extracurricular_activities', 'massage_therapist', 'spilled_milk', 'hackday', 'adoption']"
560,True,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'family_reunion', 'business_meeting', 'conference_swag', 'game_night', 'extracurricular_activities', 'spilled_milk', 'adoption']"
561,,True,,False,True,,True,True,,True,True,False,,,,,,,,,,,,,accepted_invitation,6.0,True,"['extracurricular_activities', 'book_club', 'sports_team', 'hackday', 'conference_swag', 'spilled_milk', 'negotiations', 'game_night']"
562,True,,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['adoption', 'game_night', 'conference_swag', 'hackday', 'business_meeting', 'family_reunion', 'massage_therapist', 'extracurricular_activities']"
563,,True,False,,,True,True,True,False,,True,False,,,,,,,,,,,,,rejected_at_interview,5.0,True,"['business_meeting', 'hackday', 'sports_team', 'spilled_milk', 'game_night', 'family_reunion', 'book_club', 'massage_therapist']"
564,,True,,True,True,True,,True,True,,True,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['massage_therapist', 'family_reunion', 'book_club', 'conference_swag', 'hackday', 'extracurricular_activities', 'spilled_milk', 'sports_team']"
565,True,False,True,,True,,,True,,True,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['book_club', 'business_meeting', 'extracurricular_activities', 'hackday', 'negotiations', 'spilled_milk', 'adoption', 'sports_team']"
566,,,True,True,False,True,,True,,False,False,True,,,,,,,,,,,,,rejected_at_interview,5.0,True,"['negotiations', 'spilled_milk', 'hackday', 'conference_swag', 'family_reunion', 'extracurricular_activities', 'business_meeting', 'sports_team']"
567,True,,True,True,,True,True,,,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['family_reunion', 'negotiations', 'spilled_milk', 'game_night', 'business_meeting', 'conference_swag', 'sports_team', 'adoption']"
568,,,True,False,False,,False,False,False,,False,False,,,,,,,,,,,,,rejected_at_interview,1.0,False,"['massage_therapist', 'extracurricular_activities', 'conference_swag', 'hackday', 'spilled_milk', 'game_night', 'business_meeting', 'sports_team']"
569,,True,True,True,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['spilled_milk', 'business_meeting', 'sports_team', 'conference_swag', 'family_reunion', 'book_club', 'massage_therapist', 'game_night']"
570,True,True,True,,,True,True,False,True,,,True,,,,,,,,,,,,,needs_to_schedule_interview,7.0,True,"['sports_team', 'game_night', 'massage_therapist', 'adoption', 'family_reunion', 'business_meeting', 'book_club', 'hackday']"
571,,True,True,,True,True,True,,True,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['massage_therapist', 'extracurricular_activities', 'spilled_milk', 'family_reunion', 'book_club', 'game_night', 'business_meeting', 'negotiations']"
572,,True,True,True,True,True,True,True,,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'business_meeting', 'book_club', 'hackday', 'game_night', 'extracurricular_activities', 'sports_team', 'family_reunion']"
573,True,,True,,True,True,,True,True,,True,True,,,,,,,,,,,,,needs_invitation_response,8.0,True,"['sports_team', 'massage_therapist', 'hackday', 'family_reunion', 'business_meeting', 'spilled_milk', 'extracurricular_activities', 'adoption']"
574,True,,True,True,,,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'spilled_milk', 'game_night', 'hackday', 'conference_swag', 'adoption', 'massage_therapist', 'business_meeting']"
575,True,True,,True,True,,True,,True,True,False,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'massage_therapist', 'book_club', 'extracurricular_activities', 'spilled_milk', 'game_night', 'conference_swag', 'negotiations']"
576,,,,,,,,False,,,,,,,,,,,,,,,,,pending,0.0,False,"['hackday', 'spilled_milk', 'conference_swag', 'game_night', 'extracurricular_activities', 'family_reunion', 'massage_therapist', 'negotiations']"
577,True,,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'game_night', 'business_meeting', 'extracurricular_activities', 'family_reunion', 'negotiations', 'hackday', 'adoption']"
578,,,True,False,False,,,True,True,True,False,False,,,,,,,,,,,,,rejected_at_logic_evaluation,4.0,False,"['negotiations', 'spilled_milk', 'business_meeting', 'hackday', 'conference_swag', 'sports_team', 'extracurricular_activities', 'massage_therapist']"
579,True,True,,True,True,,,True,True,,False,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'hackday', 'conference_swag', 'sports_team', 'spilled_milk', 'massage_therapist', 'extracurricular_activities', 'book_club']"
580,,True,True,True,,True,True,True,True,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'spilled_milk', 'family_reunion', 'hackday', 'conference_swag', 'book_club', 'game_night', 'business_meeting']"
581,True,True,True,,,True,True,,,True,False,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['adoption', 'game_night', 'family_reunion', 'negotiations', 'business_meeting', 'spilled_milk', 'book_club', 'sports_team']"
582,True,True,,True,,,True,True,True,True,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'negotiations', 'conference_swag', 'adoption', 'hackday', 'massage_therapist', 'game_night', 'spilled_milk']"
583,True,True,,True,True,True,,,True,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['extracurricular_activities', 'adoption', 'book_club', 'massage_therapist', 'negotiations', 'sports_team', 'conference_swag', 'family_reunion']"
584,True,True,,True,True,,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['conference_swag', 'massage_therapist', 'extracurricular_activities', 'game_night', 'sports_team', 'book_club', 'spilled_milk', 'adoption']"
585,,True,True,False,,True,True,,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'book_club', 'game_night', 'family_reunion', 'negotiations', 'conference_swag', 'massage_therapist', 'business_meeting']"
586,,False,,False,True,True,True,,True,,False,True,,,,,,,,,,,,,accepted_invitation,5.0,True,"['sports_team', 'conference_swag', 'massage_therapist', 'family_reunion', 'extracurricular_activities', 'spilled_milk', 'game_night', 'book_club']"
587,,True,True,,True,True,True,True,True,False,,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['book_club', 'negotiations', 'game_night', 'hackday', 'business_meeting', 'massage_therapist', 'family_reunion', 'extracurricular_activities']"
588,,True,True,False,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['family_reunion', 'massage_therapist', 'conference_swag', 'game_night', 'sports_team', 'business_meeting', 'spilled_milk', 'book_club']"
589,True,True,True,False,False,False,,True,,True,,,,,,,,,,,,,,,accepted_invitation,5.0,True,"['conference_swag', 'negotiations', 'extracurricular_activities', 'adoption', 'business_meeting', 'hackday', 'book_club', 'family_reunion']"
590,,,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,accepted_invitation,1.0,False,"['negotiations', 'family_reunion', 'extracurricular_activities', 'hackday', 'conference_swag', 'business_meeting', 'game_night', 'massage_therapist']"
591,True,True,,True,,True,True,,True,,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'conference_swag', 'adoption', 'sports_team', 'family_reunion', 'spilled_milk', 'game_night', 'massage_therapist']"
592,True,,True,True,True,True,True,,,True,,False,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'conference_swag', 'extracurricular_activities', 'business_meeting', 'adoption', 'family_reunion', 'sports_team', 'negotiations']"
593,,True,True,True,,True,True,True,True,,,True,,,,,,,,,,,,,rejected_at_logic_evaluation,8.0,True,"['book_club', 'hackday', 'family_reunion', 'conference_swag', 'sports_team', 'massage_therapist', 'business_meeting', 'game_night']"
594,True,,,True,True,True,False,,False,,True,False,,,,,,,,,,,,,accepted_invitation,5.0,True,"['family_reunion', 'sports_team', 'game_night', 'spilled_milk', 'conference_swag', 'massage_therapist', 'extracurricular_activities', 'adoption']"
595,True,,True,True,True,True,,,True,True,,False,,,,,,,,,,,,,declined_invitation,7.0,True,"['business_meeting', 'negotiations', 'conference_swag', 'family_reunion', 'sports_team', 'extracurricular_activities', 'adoption', 'massage_therapist']"
596,,False,True,True,,False,True,True,,False,False,,,,,,,,,,,,,,accepted_invitation,4.0,False,"['negotiations', 'business_meeting', 'book_club', 'spilled_milk', 'game_night', 'conference_swag', 'hackday', 'family_reunion']"
597,True,True,True,,,True,True,True,True,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['massage_therapist', 'business_meeting', 'hackday', 'family_reunion', 'spilled_milk', 'adoption', 'game_night', 'book_club']"
598,True,,True,False,True,,True,,True,True,,True,,,,,,,,,,,,,accepted_invitation,7.0,True,"['sports_team', 'game_night', 'adoption', 'conference_swag', 'extracurricular_activities', 'massage_therapist', 'negotiations', 'business_meeting']"
599,True,True,True,,True,True,True,,True,,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['book_club', 'game_night', 'family_reunion', 'sports_team', 'extracurricular_activities', 'massage_therapist', 'business_meeting', 'adoption']"
600,True,False,False,False,False,,False,,,True,False,,,,,,,,,,,,,,rejected_at_initial_evaluation,2.0,False,"['game_night', 'spilled_milk', 'negotiations', 'extracurricular_activities', 'adoption', 'conference_swag', 'book_club', 'business_meeting']"
601,,True,True,True,False,,True,True,,True,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['game_night', 'conference_swag', 'book_club', 'extracurricular_activities', 'negotiations', 'hackday', 'business_meeting', 'spilled_milk']"
602,,True,,True,True,,,True,True,True,True,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['negotiations', 'book_club', 'massage_therapist', 'hackday', 'sports_team', 'conference_swag', 'extracurricular_activities', 'spilled_milk']"
603,True,True,,True,True,True,True,True,,,True,,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'spilled_milk', 'family_reunion', 'book_club', 'game_night', 'adoption', 'extracurricular_activities', 'conference_swag']"
604,True,,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,declined_invitation,8.0,True,"['sports_team', 'extracurricular_activities', 'business_meeting', 'conference_swag', 'hackday', 'game_night', 'negotiations', 'adoption']"
605,True,,True,True,True,False,True,,True,,True,,,,,,,,,,,,,,accepted_invitation,7.0,True,"['spilled_milk', 'extracurricular_activities', 'adoption', 'massage_therapist', 'conference_swag', 'family_reunion', 'business_meeting', 'game_night']"
606,True,False,False,,,False,False,,False,,False,False,,,,,,,,,,,,,rejected_at_initial_evaluation,1.0,False,"['sports_team', 'game_night', 'adoption', 'spilled_milk', 'massage_therapist', 'family_reunion', 'business_meeting', 'book_club']"
607,,,True,False,True,True,True,,False,True,,True,,,,,,,,,,,,,accepted_invitation,6.0,True,"['game_night', 'conference_swag', 'family_reunion', 'sports_team', 'negotiations', 'massage_therapist', 'extracurricular_activities', 'business_meeting']"
608,True,True,,True,True,True,,True,,True,,True,,,,,,,,,,,,,accepted_invitation,8.0,True,"['hackday', 'family_reunion', 'negotiations', 'extracurricular_activities', 'sports_team', 'adoption', 'book_club', 'conference_swag']"
